epoch;accuracy;f1;loss;val_accuracy;val_f1;val_loss
10;0.8773552775382996;0.874968409538269;0.2675773799419403;0.8888343572616577;0.8868259191513062;0.2017752230167389
11;0.8747962117195129;0.870643675327301;0.23124754428863525;0.8838462829589844;0.8802658319473267;0.19700150191783905
12;0.882735013961792;0.8794415593147278;0.20440396666526794;0.9077083468437195;0.9056069254875183;0.17820318043231964
13;0.8974519371986389;0.8954112529754639;0.18426132202148438;0.8990898132324219;0.8962580561637878;0.1965530812740326
14;0.8976313471794128;0.8952411413192749;0.17248675227165222;0.8996227383613586;0.8977329134941101;0.22193197906017303
15;0.8788652420043945;0.8759368658065796;0.21368369460105896;0.8688812255859375;0.8646867871284485;0.2178598940372467
16;0.8807975053787231;0.8782462477684021;0.21536260843276978;0.8954219818115234;0.893904983997345;0.1845167875289917
17;0.8855258226394653;0.8836912512779236;0.1875423640012741;0.8992630243301392;0.8959498405456543;0.1862296760082245
18;0.9066562056541443;0.9052620530128479;0.16876350343227386;0.9011512994766235;0.8986458778381348;0.18501435220241547
19;0.8928634524345398;0.8906407952308655;0.18468455970287323;0.8956920504570007;0.8929858207702637;0.1921975314617157
20;0.8831393718719482;0.8815500736236572;0.1945970505475998;0.8665539026260376;0.8656177520751953;0.2258445918560028
21;0.9001860022544861;0.8981665968894958;0.18356306850910187;0.9013572931289673;0.8998569250106812;0.1813955008983612
22;0.8780385255813599;0.8764373064041138;0.19889140129089355;0.9062350988388062;0.8999818563461304;0.18583950400352478
23;0.8937438726425171;0.8917906880378723;0.18207530677318573;0.8953224420547485;0.8932930827140808;0.1985851228237152
24;0.9036957025527954;0.9018590450286865;0.1684955358505249;0.882427990436554;0.8803475499153137;0.20460078120231628
25;0.8879967331886292;0.8861472010612488;0.20308780670166016;0.8918529748916626;0.8872466087341309;0.18620115518569946
26;0.8897915482521057;0.8880241513252258;0.1963985711336136;0.8775874972343445;0.8762709498405457;0.1953614205121994
27;0.8976992964744568;0.8960779905319214;0.17839311063289642;0.8933727145195007;0.8915340304374695;0.19242696464061737
0;0.5655524134635925;0.5752201676368713;0.5236186385154724;0.7036701440811157;0.7003334164619446;0.4514715075492859
0;0.5400044918060303;0.5176404118537903;0.5511424541473389;0.6536471247673035;0.6501471996307373;0.46468836069107056
1;0.6608654260635376;0.6261093616485596;0.4682120382785797;0.73667311668396;0.7190204858779907;0.43829551339149475
2;0.7328667640686035;0.6984118819236755;0.4219403564929962;0.7199851274490356;0.7100721597671509;0.4743078649044037
3;0.7460269331932068;0.7169902324676514;0.4309251010417938;0.8241984248161316;0.8151352405548096;0.3563489317893982
4;0.7840959429740906;0.7656049728393555;0.3896893262863159;0.7926033735275269;0.7885668873786926;0.357026070356369
5;0.8047513961791992;0.7916728258132935;0.35900238156318665;0.7989739179611206;0.7970864772796631;0.3286394774913788
6;0.8026936650276184;0.7950717210769653;0.33559614419937134;0.7985703945159912;0.7974988222122192;0.31360572576522827
7;0.8186302781105042;0.8133742213249207;0.3057869076728821;0.79168701171875;0.7893153429031372;0.2983514368534088
8;0.8374713659286499;0.8314900994300842;0.2724490761756897;0.8334935307502747;0.8306934833526611;0.26543089747428894
9;0.8251613974571228;0.8175438642501831;0.2847437858581543;0.8607016801834106;0.8547801375389099;0.21922306716442108
10;0.8499380946159363;0.8399804830551147;0.2598780691623688;0.854243814945221;0.848289966583252;0.24467499554157257
11;0.8506730794906616;0.8430986404418945;0.24943707883358002;0.8157784938812256;0.8136583566665649;0.25222522020339966
12;0.8416798710823059;0.8367066979408264;0.25165584683418274;0.8921881914138794;0.890135645866394;0.19198280572891235
13;0.8680480718612671;0.8632599115371704;0.22443434596061707;0.8351542353630066;0.8327715396881104;0.27069374918937683
14;0.8553820848464966;0.851788341999054;0.22798027098178864;0.8231773376464844;0.8220162987709045;0.2524949610233307
15;0.8625035881996155;0.8579577803611755;0.24480928480625153;0.841212809085846;0.8393216729164124;0.24376732110977173
16;0.8794035315513611;0.8752782940864563;0.211190864443779;0.9107224941253662;0.9091871976852417;0.16461198031902313
17;0.8652787804603577;0.8614602088928223;0.23502951860427856;0.8556022644042969;0.8536690473556519;0.21634359657764435
18;0.8884626626968384;0.8846163153648376;0.19081920385360718;0.8765941262245178;0.8754465579986572;0.1983540803194046
19;0.8757703900337219;0.871849000453949;0.22270482778549194;0.8155390620231628;0.8134590983390808;0.35705655813217163
20;0.8918750286102295;0.8885225653648376;0.1979200541973114;0.8498865962028503;0.8476211428642273;0.235677108168602
0;0.6637980341911316;0.6381841897964478;0.45296525955200195;0.8013229370117188;0.7990522980690002;0.3980027735233307
1;0.807966947555542;0.8000271320343018;0.34718257188796997;0.8187882900238037;0.8109002113342285;0.2937297224998474
2;0.8270791172981262;0.8237987756729126;0.2761402428150177;0.8309347629547119;0.8312833309173584;0.2644175589084625
3;0.8326919674873352;0.8266420364379883;0.29455363750457764;0.8449122309684753;0.8403751850128174;0.2405327409505844
4;0.8688066005706787;0.8623634576797485;0.23433992266654968;0.8066864013671875;0.8048770427703857;0.30907028913497925
5;0.8367413282394409;0.8314353227615356;0.2516196668148041;0.8542357683181763;0.8519396185874939;0.23671473562717438
6;0.8697479367256165;0.8670839667320251;0.22192713618278503;0.9049034118652344;0.9021599292755127;0.1800871342420578
7;0.8896101117134094;0.8869052529335022;0.19665807485580444;0.9136145114898682;0.9101206660270691;0.16356946527957916
8;0.9034640789031982;0.9008817076683044;0.17038413882255554;0.8759337663650513;0.8736922144889832;0.20189093053340912
9;0.8849855065345764;0.8821274042129517;0.2048460692167282;0.8960316777229309;0.8941466808319092;0.18674761056900024
10;0.8827245235443115;0.8802517652511597;0.19615554809570312;0.8999722599983215;0.8958199620246887;0.18981532752513885
11;0.8845650553703308;0.8812970519065857;0.21594646573066711;0.9147495627403259;0.913359522819519;0.16705064475536346
12;0.8851699829101562;0.8831299543380737;0.1970101296901703;0.9056761264801025;0.9037697315216064;0.17220503091812134
13;0.877866268157959;0.8749156594276428;0.2126746028661728;0.8930388689041138;0.8885294198989868;0.17997831106185913
14;0.8960920572280884;0.8939090371131897;0.18991896510124207;0.8971244096755981;0.8983727693557739;0.16361504793167114
15;0.8937773108482361;0.8911966681480408;0.18893371522426605;0.8918728232383728;0.8889081478118896;0.18481148779392242
16;0.8794243931770325;0.8775075078010559;0.20398332178592682;0.8987511396408081;0.8963537216186523;0.18682581186294556
17;0.9068905115127563;0.9043266177177429;0.17029833793640137;0.9247754216194153;0.9231185913085938;0.1501895636320114
18;0.8850005865097046;0.8836127519607544;0.20168368518352509;0.8839183449745178;0.881722629070282;0.18224114179611206
19;0.895473062992096;0.8930045962333679;0.17933347821235657;0.8931359052658081;0.8906629085540771;0.1855641007423401
20;0.8840006589889526;0.8822939395904541;0.18950621783733368;0.9189304709434509;0.9133176803588867;0.1575130820274353
21;0.898709774017334;0.8971019387245178;0.17566531896591187;0.8674595952033997;0.8674823045730591;0.210150808095932
22;0.8816578984260559;0.8753618597984314;0.19962899386882782;0.8983471989631653;0.8965325951576233;0.1774359494447708
23;0.895488977432251;0.8933611512184143;0.1798802763223648;0.905646026134491;0.903107225894928;0.16575407981872559
24;0.8949673175811768;0.8928782939910889;0.18500128388404846;0.9226765036582947;0.9208896160125732;0.15330784022808075
25;0.8998796343803406;0.8980432152748108;0.17516137659549713;0.9120995998382568;0.910293459892273;0.17072755098342896
26;0.8917246460914612;0.889894962310791;0.18099036812782288;0.902184784412384;0.9007651209831238;0.1670202612876892
27;0.9082134962081909;0.9064903259277344;0.1601163148880005;0.8960605263710022;0.8934091925621033;0.1826053261756897
28;0.9017015099525452;0.899279773235321;0.16948874294757843;0.8378630876541138;0.8366780877113342;0.24390806257724762
0;0.9048349857330322;0.9030096530914307;0.16952109336853027;0.9274461269378662;0.9262747168540955;0.13912728428840637
1;0.9112107753753662;0.9097338914871216;0.15422844886779785;0.9080522060394287;0.9069633483886719;0.1617981195449829
2;0.9066116213798523;0.9051828980445862;0.16202636063098907;0.9222221374511719;0.9207118153572083;0.144807830452919
3;0.9064548015594482;0.9051733016967773;0.15952660143375397;0.920344889163971;0.9192366003990173;0.15190191566944122
4;0.9018144607543945;0.9000280499458313;0.17174215614795685;0.9193602800369263;0.9180380702018738;0.15147744119167328
5;0.9061228632926941;0.9045789837837219;0.16038431227207184;0.921870768070221;0.9205214381217957;0.14639341831207275
6;0.9059094190597534;0.9041476845741272;0.1592654138803482;0.9072524309158325;0.9058390855789185;0.16332411766052246
7;0.8978472948074341;0.8965286016464233;0.1799277365207672;0.9246982932090759;0.9229609966278076;0.13821259140968323
8;0.9153942465782166;0.9136648178100586;0.14550842344760895;0.9246330261230469;0.9233946204185486;0.14094306528568268
9;0.9100074172019958;0.9083330035209656;0.16156063973903656;0.9079822897911072;0.9063389301300049;0.15721102058887482
10;0.8972432613372803;0.8958214521408081;0.1693211942911148;0.9037929177284241;0.9023562669754028;0.17648307979106903
11;0.9131359457969666;0.9115434288978577;0.14871680736541748;0.9311955571174622;0.9295464754104614;0.12399639189243317
12;0.9096006751060486;0.9079523086547852;0.15914344787597656;0.8913981318473816;0.8900728225708008;0.16205808520317078
13;0.9089546799659729;0.9070857763290405;0.15753595530986786;0.9087257385253906;0.9072909951210022;0.16460102796554565
14;0.9107913374900818;0.9094530940055847;0.15692684054374695;0.9089168906211853;0.9075229167938232;0.1513042151927948
15;0.9078925251960754;0.9062680602073669;0.1562197208404541;0.8938344120979309;0.8921260833740234;0.17003919184207916
16;0.9027172327041626;0.90105140209198;0.16457897424697876;0.9217113852500916;0.9204476475715637;0.1363500952720642
17;0.9059697389602661;0.9042043685913086;0.16006018221378326;0.9095633029937744;0.9080674648284912;0.14955687522888184
18;0.9109883904457092;0.9094455242156982;0.15157081186771393;0.8945159912109375;0.8930554986000061;0.1727418601512909
19;0.9115203619003296;0.9099263548851013;0.15695331990718842;0.9293251037597656;0.9278013706207275;0.11941974610090256
20;0.8957158327102661;0.8940039873123169;0.16980744898319244;0.913264811038971;0.9118558168411255;0.15875761210918427
21;0.9041905999183655;0.9025760293006897;0.15926429629325867;0.9062207341194153;0.9046204686164856;0.17091017961502075
22;0.906545877456665;0.9046863913536072;0.1639760434627533;0.916391134262085;0.9151150584220886;0.13882620632648468
23;0.9128805994987488;0.9110846519470215;0.15261581540107727;0.9089529514312744;0.9071900844573975;0.14848975837230682
24;0.9138029217720032;0.9123095273971558;0.14573879539966583;0.9132851362228394;0.9119182229042053;0.16087131202220917
25;0.905076265335083;0.9032920598983765;0.1627500057220459;0.9108322858810425;0.9091957807540894;0.145126610994339
26;0.9068940877914429;0.9051513671875;0.16066348552703857;0.9133474826812744;0.9118911027908325;0.14522595703601837
27;0.9041483402252197;0.9025555849075317;0.16058875620365143;0.9093894958496094;0.9075883030891418;0.15182331204414368
28;0.9186769127845764;0.9170354008674622;0.14032138884067535;0.9203410744667053;0.9188079833984375;0.14373715221881866
0;0.9029296636581421;0.901032567024231;0.1678849309682846;0.9102423191070557;0.9088230133056641;0.16051357984542847
1;0.9055999517440796;0.9038515686988831;0.16551250219345093;0.9149547219276428;0.9135690331459045;0.1535017192363739
2;0.9078308343887329;0.9061191082000732;0.15935979783535004;0.9093920588493347;0.9072248935699463;0.1522878110408783
3;0.9142971634864807;0.9123121500015259;0.1545373946428299;0.9210497736930847;0.9199613928794861;0.13335268199443817
4;0.9131578207015991;0.9114913940429688;0.15311267971992493;0.898350179195404;0.8963560461997986;0.1583099514245987
5;0.9001103639602661;0.8984376788139343;0.16396349668502808;0.9205898642539978;0.9190208911895752;0.13786739110946655
6;0.9104766845703125;0.9086174964904785;0.15662162005901337;0.9092322587966919;0.9074755907058716;0.15141801536083221
7;0.9118989706039429;0.9101014733314514;0.151991605758667;0.9168582558631897;0.9156619310379028;0.13898766040802002
8;0.905335009098053;0.9034950137138367;0.16201020777225494;0.9071701765060425;0.9050761461257935;0.15445078909397125
9;0.9123401045799255;0.9105590581893921;0.1533171385526657;0.9275381565093994;0.9264676570892334;0.12652602791786194
10;0.9108659625053406;0.9093069434165955;0.15265527367591858;0.8975169062614441;0.8959710001945496;0.16434794664382935
11;0.9009538292884827;0.8989906907081604;0.1662222295999527;0.921482503414154;0.9198344349861145;0.14569061994552612
12;0.9113776087760925;0.9095472693443298;0.15588624775409698;0.9145304560661316;0.9127715229988098;0.14752493798732758
13;0.9164932370185852;0.9145427942276001;0.15068434178829193;0.9300265908241272;0.9288405179977417;0.13760682940483093
14;0.9025392532348633;0.900969386100769;0.16400538384914398;0.9113078713417053;0.9097813367843628;0.15841437876224518
15;0.913543701171875;0.9117279648780823;0.15119467675685883;0.9140446782112122;0.912215530872345;0.14643214643001556
16;0.914733350276947;0.9127891659736633;0.1481175273656845;0.9025256037712097;0.9007487893104553;0.1545383334159851
17;0.8947954177856445;0.8931031227111816;0.18013563752174377;0.9045253396034241;0.9032256007194519;0.1553470641374588
18;0.9265128374099731;0.9245227575302124;0.13012513518333435;0.921441376209259;0.9197936654090881;0.12669672071933746
19;0.9149868488311768;0.913250207901001;0.14822307229042053;0.9058837890625;0.9039089679718018;0.167324498295784
20;0.9052975177764893;0.9035763144493103;0.1622067093849182;0.9132232666015625;0.9119114279747009;0.16156873106956482
21;0.9061903357505798;0.9043172001838684;0.16910117864608765;0.9052712917327881;0.9036200642585754;0.15237271785736084
22;0.9191038608551025;0.9174515604972839;0.1387215554714203;0.9149462580680847;0.9133738279342651;0.14027824997901917
23;0.904003381729126;0.9019961953163147;0.16172680258750916;0.9145317077636719;0.9128701686859131;0.14410965144634247
24;0.9104831218719482;0.9087015986442566;0.15429852902889252;0.9075682163238525;0.9058417081832886;0.15075014531612396
25;0.9145377278327942;0.9131604433059692;0.14915841817855835;0.924983561038971;0.9235409498214722;0.1384282261133194
26;0.9150721430778503;0.9133768677711487;0.1435510814189911;0.9182141423225403;0.9161307215690613;0.1413899064064026
27;0.9075327515602112;0.9055731296539307;0.1563136875629425;0.9037144780158997;0.9019692540168762;0.15683917701244354
28;0.9143242835998535;0.9121928811073303;0.15446731448173523;0.9397595524787903;0.9382922649383545;0.11797530204057693
29;0.9133567214012146;0.9115778803825378;0.15036091208457947;0.912567138671875;0.9110029935836792;0.15681445598602295
30;0.910095751285553;0.9081670045852661;0.1594287008047104;0.908604085445404;0.907055139541626;0.1476622372865677
31;0.9141293168067932;0.9123649597167969;0.14726118743419647;0.920236349105835;0.9186744689941406;0.13526858389377594
32;0.9161534905433655;0.9142311215400696;0.15376625955104828;0.9188304543495178;0.9174138307571411;0.14660859107971191
33;0.9083145260810852;0.9064168930053711;0.1550697535276413;0.9296667575836182;0.9282712936401367;0.13451355695724487
34;0.90940260887146;0.9079493880271912;0.15230131149291992;0.9172172546386719;0.915599524974823;0.15542413294315338
35;0.9120401740074158;0.9101632833480835;0.14692029356956482;0.9129146933555603;0.9116500020027161;0.1401299238204956
36;0.9048975706100464;0.9030372500419617;0.16717620193958282;0.8855582475662231;0.8835166692733765;0.17846587300300598
37;0.9215718507766724;0.9197490215301514;0.1387854963541031;0.9122445583343506;0.9108083248138428;0.15483564138412476
38;0.9019532799720764;0.9000535011291504;0.16925901174545288;0.9310824275016785;0.92988520860672;0.12742875516414642
0;0.6963950395584106;0.684123158454895;0.46538183093070984;0.822499692440033;0.816796064376831;0.35900527238845825
1;0.8119344115257263;0.8037570714950562;0.33735552430152893;0.7948464751243591;0.7933168411254883;0.3345975875854492
2;0.8095463514328003;0.8074311017990112;0.32365846633911133;0.8119598031044006;0.7969970703125;0.33267995715141296
3;0.8160370588302612;0.8137564659118652;0.32282179594039917;0.8080748319625854;0.8051508069038391;0.31947028636932373
4;0.8261331915855408;0.8220735192298889;0.3036425709724426;0.8249078989028931;0.8256175518035889;0.3110849857330322
5;0.8272821307182312;0.8232985734939575;0.3116440773010254;0.8034408688545227;0.8017117977142334;0.31050801277160645
6;0.8222105503082275;0.8191667199134827;0.3114837408065796;0.847029447555542;0.8450320363044739;0.28151780366897583
7;0.821449875831604;0.818242073059082;0.3028643727302551;0.8220776915550232;0.8210298418998718;0.3068503737449646
8;0.8220323324203491;0.8198525309562683;0.30828365683555603;0.7852334976196289;0.7869849801063538;0.33718931674957275
9;0.8206213116645813;0.8185579776763916;0.2952515780925751;0.8509105443954468;0.8444979786872864;0.29140207171440125
10;0.8220770359039307;0.8194642663002014;0.3033253252506256;0.8217709064483643;0.8206353783607483;0.29757142066955566
11;0.8233093023300171;0.8204972147941589;0.2966861426830292;0.8236973285675049;0.8220021724700928;0.30720651149749756
12;0.82020103931427;0.8186942934989929;0.30566295981407166;0.8038201928138733;0.8020115494728088;0.32038429379463196
13;0.8387283086776733;0.8364720940589905;0.2807234525680542;0.7897545695304871;0.7883544564247131;0.3309134244918823
14;0.8223157525062561;0.8206861019134521;0.3038478493690491;0.8223435282707214;0.821357011795044;0.31323733925819397
15;0.8127702474594116;0.8107823729515076;0.30886009335517883;0.8150647282600403;0.8048142194747925;0.3189474642276764
16;0.8320451378822327;0.8296322226524353;0.2808496356010437;0.821532666683197;0.8199434280395508;0.3001563251018524
17;0.8178937435150146;0.8155581951141357;0.3018353283405304;0.8122724294662476;0.8101994395256042;0.30691462755203247
18;0.823326051235199;0.8218936324119568;0.2923412322998047;0.8447414040565491;0.836078941822052;0.2924558222293854
19;0.8429278135299683;0.8397393822669983;0.280250608921051;0.8333340287208557;0.8320608139038086;0.29248639941215515
20;0.8180531859397888;0.8168601989746094;0.2862517833709717;0.812715470790863;0.8087257146835327;0.319827675819397
21;0.8302853107452393;0.8296017050743103;0.28369981050491333;0.8242504596710205;0.8190732598304749;0.30703145265579224
22;0.8352161049842834;0.8324190974235535;0.28246408700942993;0.8425103425979614;0.8407721519470215;0.27816104888916016
23;0.8240049481391907;0.8207276463508606;0.2935912013053894;0.8306159377098083;0.8293031454086304;0.2894023656845093
24;0.8147697448730469;0.8116052150726318;0.3056705594062805;0.8338149785995483;0.8319358229637146;0.2851071357727051
25;0.8393546342849731;0.8373246192932129;0.2683126926422119;0.8303974866867065;0.8289614915847778;0.2732289433479309
26;0.83793705701828;0.8362764716148376;0.26680928468704224;0.8132883310317993;0.8118764162063599;0.3344442844390869
27;0.8191580772399902;0.8169472813606262;0.2927783727645874;0.8126344680786133;0.8104550242424011;0.33579525351524353
28;0.8230229616165161;0.8189762830734253;0.3002980053424835;0.8206906914710999;0.8191012740135193;0.3077869415283203
29;0.8278951644897461;0.8274587988853455;0.28786537051200867;0.8113089203834534;0.8101446628570557;0.31044232845306396
30;0.8324339985847473;0.8301620483398438;0.2892971932888031;0.8359955549240112;0.833328127861023;0.2834049463272095
31;0.8296753764152527;0.8282998204231262;0.2716248631477356;0.8063938021659851;0.805156409740448;0.3386135399341583
32;0.8214356303215027;0.8177073001861572;0.2964153289794922;0.8327584266662598;0.8274484872817993;0.30409231781959534
33;0.8310956358909607;0.8280172348022461;0.2876061201095581;0.8165522217750549;0.8140676021575928;0.32016488909721375
